,pathway_accession,mapped_ids,pathway,components,subfamilies,associated_sequence,hugo_gene
802,P04392,MOUSE|MGI=MGI=1915348|UniProtKB=Q9CR50,P53 pathway feedback loops 1,11,9,50,Rchy1
803,P04392,MOUSE|MGI=MGI=107934|UniProtKB=O35618,P53 pathway feedback loops 1,11,9,50,Mdm4
804,P00021,MOUSE|MGI=MGI=96680|UniProtKB=P32883,FGF signaling pathway,26,240,1090,Kras
805,P00021,MOUSE|MGI=MGI=1203729|UniProtKB=Q61194,FGF signaling pathway,26,240,1090,Pik3c2a
806,P00021,MOUSE|MGI=MGI=95805|UniProtKB=Q60631,FGF signaling pathway,26,240,1090,Grb2
807,P00021,MOUSE|MGI=MGI=88065|UniProtKB=P04627,FGF signaling pathway,26,240,1090,Araf
808,P00021,MOUSE|MGI=MGI=1353576|UniProtKB=Q9JHG7,FGF signaling pathway,26,240,1090,Pik3cg
809,P00021,MOUSE|MGI=MGI=1345139|UniProtKB=Q9QXV9,FGF signaling pathway,26,240,1090,Spry1
810,P00021,MOUSE|MGI=MGI=97845|UniProtKB=P63001,FGF signaling pathway,26,240,1090,Rac1
811,P00021,MOUSE|MGI=MGI=1321161|UniProtKB=P62715,FGF signaling pathway,26,240,1090,Ppp2cb
812,P00021,MOUSE|MGI=MGI=1346862|UniProtKB=Q9WTU6,FGF signaling pathway,26,240,1090,Mapk9
813,P00021,MOUSE|MGI=MGI=1349475|UniProtKB=Q60996,FGF signaling pathway,26,240,1090,Ppp2r5c
814,P00021,MOUSE|MGI=MGI=1346871|UniProtKB=Q8CE90,FGF signaling pathway,26,240,1090,Map2k7
815,P00021,MOUSE|MGI=MGI=109194|UniProtKB=P68510,FGF signaling pathway,26,240,1090,Ywhah
816,P00021,MOUSE|MGI=MGI=97599|UniProtKB=P16054,FGF signaling pathway,26,240,1090,Prkce
817,P00021,MOUSE|MGI=MGI=894689|UniProtKB=P62259,FGF signaling pathway,26,240,1090,Ywhae
818,P00021,MOUSE|MGI=MGI=1891831|UniProtKB=O70456,FGF signaling pathway,26,240,1090,Sfn
819,P00021,MOUSE|MGI=MGI=1891763|UniProtKB=P97470,FGF signaling pathway,26,240,1090,Ppp4c
820,P00021,MOUSE|MGI=MGI=1346875|UniProtKB=O08648,FGF signaling pathway,26,240,1090,Map3k4
821,P00021,MOUSE|MGI=MGI=2388479|UniProtKB=Q6PD03,FGF signaling pathway,26,240,1090,Ppp2r5a
822,P00021,MOUSE|MGI=MGI=1346873|UniProtKB=Q61083,FGF signaling pathway,26,240,1090,Map3k2
823,P00021,MOUSE|MGI=MGI=99511|UniProtKB=P35235,FGF signaling pathway,26,240,1090,Ptpn11
824,P00021,MOUSE|MGI=MGI=1346859|UniProtKB=Q63844,FGF signaling pathway,26,240,1090,Mapk3
825,P00021,MOUSE|MGI=MGI=1891917|UniProtKB=Q9CQV8,FGF signaling pathway,26,240,1090,Ywhab
826,P00021,MOUSE|MGI=MGI=1346869|UniProtKB=P47809,FGF signaling pathway,26,240,1090,Map2k4
827,P00021,MOUSE|MGI=MGI=97595|UniProtKB=P20444,FGF signaling pathway,26,240,1090,Prkca
828,P00021,MOUSE|MGI=MGI=1918770|UniProtKB=Q9CX99,FGF signaling pathway,26,240,1090,Grap
829,P00021,MOUSE|MGI=MGI=1346858|UniProtKB=P63085,FGF signaling pathway,26,240,1090,Mapk1
830,P00021,MOUSE|MGI=MGI=2445019|UniProtKB=Q6PF93,FGF signaling pathway,26,240,1090,Pik3c3
831,P00021,MOUSE|MGI=MGI=96055|UniProtKB=P29351,FGF signaling pathway,26,240,1090,Ptpn6
832,P00021,MOUSE|MGI=MGI=97596|UniProtKB=P68404,FGF signaling pathway,26,240,1090,Prkcb
833,P00021,MOUSE|MGI=MGI=87986|UniProtKB=P31750,FGF signaling pathway,26,240,1090,Akt1
834,P00021,MOUSE|MGI=MGI=1321159|UniProtKB=P63330,FGF signaling pathway,26,240,1090,Ppp2ca
835,P00021,MOUSE|MGI=MGI=97846|UniProtKB=Q05144,FGF signaling pathway,26,240,1090,Rac2
836,P00021,MOUSE|MGI=MGI=1346865|UniProtKB=P47811,FGF signaling pathway,26,240,1090,Mapk14
837,P00021,MOUSE|MGI=MGI=108109|UniProtKB=P61982,FGF signaling pathway,26,240,1090,Ywhag
838,P00021,MOUSE|MGI=MGI=1915107|UniProtKB=Q9CQR6,FGF signaling pathway,26,240,1090,Ppp6c
839,P00021,MOUSE|MGI=MGI=1346872|UniProtKB=P53349,FGF signaling pathway,26,240,1090,Map3k1
840,P00021,MOUSE|MGI=MGI=97602|UniProtKB=Q02956,FGF signaling pathway,26,240,1090,Prkcz
841,P00021,MOUSE|MGI=MGI=104874|UniProtKB=Q60823,FGF signaling pathway,26,240,1090,Akt2
842,P00021,MOUSE|MGI=MGI=97600|UniProtKB=P23298,FGF signaling pathway,26,240,1090,Prkch
843,P00021,MOUSE|MGI=MGI=1206581|UniProtKB=P42337,FGF signaling pathway,26,240,1090,Pik3ca
844,P00021,MOUSE|MGI=MGI=891963|UniProtKB=P68254,FGF signaling pathway,26,240,1090,Ywhaq
845,P00021,MOUSE|MGI=MGI=97598|UniProtKB=P28867,FGF signaling pathway,26,240,1090,Prkcd
846,P00021,MOUSE|MGI=MGI=1098211|UniProtKB=O35904,FGF signaling pathway,26,240,1090,Pik3cd
847,P00021,MOUSE|MGI=MGI=98354|UniProtKB=Q62245,FGF signaling pathway,26,240,1090,Sos1
848,P00021,MOUSE|MGI=MGI=97601|UniProtKB=Q02111,FGF signaling pathway,26,240,1090,Prkcq
849,P00021,MOUSE|MGI=MGI=97615|UniProtKB=Q62077,FGF signaling pathway,26,240,1090,Plcg1
850,P00021,MOUSE|MGI=MGI=1346868|UniProtKB=O09110,FGF signaling pathway,26,240,1090,Map2k3
851,P00021,MOUSE|MGI=MGI=96224|UniProtKB=Q61411,FGF signaling pathway,26,240,1090,Hras
852,P00021,MOUSE|MGI=MGI=1919228|UniProtKB=Q6P1F6,FGF signaling pathway,26,240,1090,Ppp2r2a
853,P00021,MOUSE|MGI=MGI=1349473|UniProtKB=Q61151,FGF signaling pathway,26,240,1090,Ppp2r5e
854,P00021,MOUSE|MGI=MGI=1289252|UniProtKB=Q925E7,FGF signaling pathway,26,240,1090,Ppp2r2d
855,P00021,MOUSE|MGI=MGI=98296|UniProtKB=P98083,FGF signaling pathway,26,240,1090,Shc1
856,P00021,MOUSE|MGI=MGI=98355|UniProtKB=Q02384,FGF signaling pathway,26,240,1090,Sos2
857,P00021,MOUSE|MGI=MGI=97376|UniProtKB=P08556,FGF signaling pathway,26,240,1090,Nras
858,P00021,MOUSE|MGI=MGI=1346866|UniProtKB=P31938,FGF signaling pathway,26,240,1090,Map2k1
859,P00021,MOUSE|MGI=MGI=97860|UniProtKB=E9PYG6,FGF signaling pathway,26,240,1090,Rasa1
860,P00021,MOUSE|MGI=MGI=1921984|UniProtKB=Q9D3G9,FGF signaling pathway,26,240,1090,Rhoh
861,P00021,MOUSE|MGI=MGI=1346867|UniProtKB=Q63932,FGF signaling pathway,26,240,1090,Map2k2
862,P00021,MOUSE|MGI=MGI=109484|UniProtKB=P63101,FGF signaling pathway,26,240,1090,Ywhaz
863,P00021,MOUSE|MGI=MGI=97847|UniProtKB=Q99N57,FGF signaling pathway,26,240,1090,Raf1
864,P00021,MOUSE|MGI=MGI=1920949|UniProtKB=Q7TNP2,FGF signaling pathway,26,240,1090,Ppp2r1b
865,P00021,MOUSE|MGI=MGI=2388481|UniProtKB=Q7TNL5,FGF signaling pathway,26,240,1090,Ppp2r5d
866,P00021,MOUSE|MGI=MGI=2149960|UniProtKB=P58069,FGF signaling pathway,26,240,1090,Rasa2
867,P00021,MOUSE|MGI=MGI=1926334|UniProtKB=Q76MZ3,FGF signaling pathway,26,240,1090,Ppp2r1a
868,P00021,MOUSE|MGI=MGI=1344408|UniProtKB=P70296,FGF signaling pathway,26,240,1090,Pebp1
869,P04393,MOUSE|MGI=MGI=2143163|UniProtKB=Q3UMW7,Ras Pathway,39,104,575,Mapkapk3
870,P04393,MOUSE|MGI=MGI=107949|UniProtKB=P62746,Ras Pathway,39,104,575,Rhob
871,P04393,MOUSE|MGI=MGI=96680|UniProtKB=P32883,Ras Pathway,39,104,575,Kras
872,P04393,MOUSE|MGI=MGI=95805|UniProtKB=Q60631,Ras Pathway,39,104,575,Grb2
873,P04393,MOUSE|MGI=MGI=96646|UniProtKB=P05627,Ras Pathway,39,104,575,Jun
874,P04393,MOUSE|MGI=MGI=88065|UniProtKB=P04627,Ras Pathway,39,104,575,Araf
875,P04393,MOUSE|MGI=MGI=1353576|UniProtKB=Q9JHG7,Ras Pathway,39,104,575,Pik3cg
876,P04393,MOUSE|MGI=MGI=97845|UniProtKB=P63001,Ras Pathway,39,104,575,Rac1
877,P04393,MOUSE|MGI=MGI=1096342|UniProtKB=Q9QUI0,Ras Pathway,39,104,575,Rhoa
878,P04393,MOUSE|MGI=MGI=1346862|UniProtKB=Q9WTU6,Ras Pathway,39,104,575,Mapk9
879,P04393,MOUSE|MGI=MGI=1346871|UniProtKB=Q8CE90,Ras Pathway,39,104,575,Map2k7
880,P04393,MOUSE|MGI=MGI=2152453|UniProtKB=Q2NL51,Ras Pathway,39,104,575,Gsk3a
881,P04393,MOUSE|MGI=MGI=1270849|UniProtKB=Q8BSK8,Ras Pathway,39,104,575,Rps6kb1
882,P04393,MOUSE|MGI=MGI=1927243|UniProtKB=P63321,Ras Pathway,39,104,575,Rala
883,P04393,MOUSE|MGI=MGI=1346875|UniProtKB=O08648,Ras Pathway,39,104,575,Map3k4
884,P04393,MOUSE|MGI=MGI=95455|UniProtKB=P27577,Ras Pathway,39,104,575,Ets1
885,P04393,MOUSE|MGI=MGI=1346859|UniProtKB=Q63844,Ras Pathway,39,104,575,Mapk3
886,P04393,MOUSE|MGI=MGI=1346869|UniProtKB=P47809,Ras Pathway,39,104,575,Map2k4
887,P04393,MOUSE|MGI=MGI=109298|UniProtKB=P49138,Ras Pathway,39,104,575,Mapkapk2
888,P04393,MOUSE|MGI=MGI=1346858|UniProtKB=P63085,Ras Pathway,39,104,575,Mapk1
889,P04393,MOUSE|MGI=MGI=2445019|UniProtKB=Q6PF93,Ras Pathway,39,104,575,Pik3c3
890,P04393,MOUSE|MGI=MGI=104557|UniProtKB=P18654,Ras Pathway,39,104,575,Rps6ka3
891,P04393,MOUSE|MGI=MGI=109349|UniProtKB=P16951,Ras Pathway,39,104,575,Atf2
892,P04393,MOUSE|MGI=MGI=87986|UniProtKB=P31750,Ras Pathway,39,104,575,Akt1
893,P04393,MOUSE|MGI=MGI=106658|UniProtKB=Q9JM73,Ras Pathway,39,104,575,Srf
894,P04393,MOUSE|MGI=MGI=97846|UniProtKB=Q05144,Ras Pathway,39,104,575,Rac2
895,P04393,MOUSE|MGI=MGI=1346865|UniProtKB=P47811,Ras Pathway,39,104,575,Mapk14
896,P04393,MOUSE|MGI=MGI=106028|UniProtKB=Q62159,Ras Pathway,39,104,575,Rhoc
897,P04393,MOUSE|MGI=MGI=106211|UniProtKB=P60766,Ras Pathway,39,104,575,Cdc42
898,P04393,MOUSE|MGI=MGI=1346872|UniProtKB=P53349,Ras Pathway,39,104,575,Map3k1
899,P04393,MOUSE|MGI=MGI=1339984|UniProtKB=Q8CIN4,Ras Pathway,39,104,575,Pak2
900,P04393,MOUSE|MGI=MGI=1338068|UniProtKB=Q9Z2A0,Ras Pathway,39,104,575,Pdpk1
901,P04393,MOUSE|MGI=MGI=1206581|UniProtKB=P42337,Ras Pathway,39,104,575,Pik3ca
902,P04393,MOUSE|MGI=MGI=103063|UniProtKB=P42225,Ras Pathway,39,104,575,Stat1
903,P04393,MOUSE|MGI=MGI=103038|UniProtKB=P42227,Ras Pathway,39,104,575,Stat3
904,P04393,MOUSE|MGI=MGI=1098211|UniProtKB=O35904,Ras Pathway,39,104,575,Pik3cd
905,P04393,MOUSE|MGI=MGI=98354|UniProtKB=Q62245,Ras Pathway,39,104,575,Sos1
906,P04393,MOUSE|MGI=MGI=1346868|UniProtKB=O09110,Ras Pathway,39,104,575,Map2k3
907,P04393,MOUSE|MGI=MGI=96224|UniProtKB=Q61411,Ras Pathway,39,104,575,Hras
908,P04393,MOUSE|MGI=MGI=98296|UniProtKB=P98083,Ras Pathway,39,104,575,Shc1
909,P04393,MOUSE|MGI=MGI=98355|UniProtKB=Q02384,Ras Pathway,39,104,575,Sos2
910,P04393,MOUSE|MGI=MGI=88190|UniProtKB=P28028,Ras Pathway,39,104,575,Braf
911,P04393,MOUSE|MGI=MGI=97376|UniProtKB=P08556,Ras Pathway,39,104,575,Nras
912,P04393,MOUSE|MGI=MGI=1346866|UniProtKB=P31938,Ras Pathway,39,104,575,Map2k1
913,P04393,MOUSE|MGI=MGI=1346867|UniProtKB=Q63932,Ras Pathway,39,104,575,Map2k2
914,P04393,MOUSE|MGI=MGI=97847|UniProtKB=Q99N57,Ras Pathway,39,104,575,Raf1
915,P04393,MOUSE|MGI=MGI=1339656|UniProtKB=Q61036,Ras Pathway,39,104,575,Pak3
916,P04393,MOUSE|MGI=MGI=104558|UniProtKB=P18653,Ras Pathway,39,104,575,Rps6ka1
917,P04393,MOUSE|MGI=MGI=1861437|UniProtKB=Q9WV60,Ras Pathway,39,104,575,Gsk3b
918,P04393,MOUSE|MGI=MGI=1913732|UniProtKB=Q9D4H1,Ras Pathway,39,104,575,Exoc2
919,P02770,MOUSE|MGI=MGI=1351869|UniProtKB=Q8K183,Pyridoxal phosphate salvage pathway,4,5,37,Pdxk
920,P02770,MOUSE|MGI=MGI=2144151|UniProtKB=Q91XF0,Pyridoxal phosphate salvage pathway,4,5,37,Pnpo
921,P04375,MOUSE|MGI=MGI=1313277|UniProtKB=P63044,5HT3 type receptor mediated signaling pathway,5,25,119,Vamp2
922,P04375,MOUSE|MGI=MGI=109356|UniProtKB=O09044,5HT3 type receptor mediated signaling pathway,5,25,119,Snap23
923,P04375,MOUSE|MGI=MGI=1321389|UniProtKB=P63024,5HT3 type receptor mediated signaling pathway,5,25,119,Vamp3
924,P04375,MOUSE|MGI=MGI=106684|UniProtKB=Q8R090,5HT3 type receptor mediated signaling pathway,5,25,119,Slc18a1
925,P04375,MOUSE|MGI=MGI=1914724|UniProtKB=Q9ERB0,5HT3 type receptor mediated signaling pathway,5,25,119,Snap29
926,P04375,MOUSE|MGI=MGI=96285|UniProtKB=Q60857,5HT3 type receptor mediated signaling pathway,5,25,119,Slc6a4
927,P04375,MOUSE|MGI=MGI=2137219|UniProtKB=Q99N93,5HT3 type receptor mediated signaling pathway,5,25,119,Mrpl16
928,P04375,MOUSE|MGI=MGI=1336882|UniProtKB=O70404,5HT3 type receptor mediated signaling pathway,5,25,119,Vamp8
929,P02775,MOUSE|MGI=MGI=1913838|UniProtKB=Q9DBP5,Salvage pyrimidine ribonucleotides,8,37,139,Cmpk1
930,P02775,MOUSE|MGI=MGI=1097668|UniProtKB=P52624,Salvage pyrimidine ribonucleotides,8,37,139,Upp1
931,P02775,MOUSE|MGI=MGI=98904|UniProtKB=P52623,Salvage pyrimidine ribonucleotides,8,37,139,Uck1
932,P02775,MOUSE|MGI=MGI=97356|UniProtKB=Q01768,Salvage pyrimidine ribonucleotides,8,37,139,Nme2
933,P02775,MOUSE|MGI=MGI=1931744|UniProtKB=Q99PM9,Salvage pyrimidine ribonucleotides,8,37,139,Uck2
934,P02775,MOUSE|MGI=MGI=1930182|UniProtKB=Q9WV85,Salvage pyrimidine ribonucleotides,8,37,139,Nme3
935,P02775,MOUSE|MGI=MGI=1914007|UniProtKB=Q6P6J0,Salvage pyrimidine ribonucleotides,8,37,139,Adat2
936,P02775,MOUSE|MGI=MGI=1915806|UniProtKB=Q91YL3,Salvage pyrimidine ribonucleotides,8,37,139,Uckl1
937,P00029,MOUSE|MGI=MGI=107158|UniProtKB=Q62141,Huntington disease,60,307,1461,Sin3b
938,P00029,MOUSE|MGI=MGI=95574|UniProtKB=P01101,Huntington disease,60,307,1461,Fos
939,P00029,MOUSE|MGI=MGI=96646|UniProtKB=P05627,Huntington disease,60,307,1461,Jun
940,P00029,MOUSE|MGI=MGI=1933155|UniProtKB=Q99PE9,Huntington disease,60,307,1461,Arl4d
941,P00029,MOUSE|MGI=MGI=87904|UniProtKB=P60710,Huntington disease,60,307,1461,Actb
942,P00029,MOUSE|MGI=MGI=1915347|UniProtKB=Q9D0M5,Huntington disease,60,307,1461,Dynll2
943,P00029,MOUSE|MGI=MGI=99435|UniProtKB=P62331,Huntington disease,60,307,1461,Arf6
944,P00029,MOUSE|MGI=MGI=107157|UniProtKB=Q60520,Huntington disease,60,307,1461,Sin3a
945,P00029,MOUSE|MGI=MGI=97845|UniProtKB=P63001,Huntington disease,60,307,1461,Rac1
946,P00029,MOUSE|MGI=MGI=1921442|UniProtKB=Q9D898,Huntington disease,60,307,1461,Arpc5l
947,P00029,MOUSE|MGI=MGI=1915209|UniProtKB=Q3UEB3,Huntington disease,60,307,1461,Puf60
948,P00029,MOUSE|MGI=MGI=88266|UniProtKB=O88456,Huntington disease,60,307,1461,Capns1
949,P00029,MOUSE|MGI=MGI=107738|UniProtKB=Q6PDL0,Huntington disease,60,307,1461,Dync1li2
950,P00029,MOUSE|MGI=MGI=1346862|UniProtKB=Q9WTU6,Huntington disease,60,307,1461,Mapk9
951,P00029,MOUSE|MGI=MGI=2685351|UniProtKB=G3X912,Huntington disease,60,307,1461,Sprtn
952,P00029,MOUSE|MGI=MGI=1346879|UniProtKB=Q66L42,Huntington disease,60,307,1461,Map3k10
953,P00029,MOUSE|MGI=MGI=87906|UniProtKB=P63260,Huntington disease,60,307,1461,Actg1
954,P00029,MOUSE|MGI=MGI=98834|UniProtKB=P02340,Huntington disease,60,307,1461,Tp53
955,P00029,MOUSE|MGI=MGI=1861457|UniProtKB=P63168,Huntington disease,60,307,1461,Dynll1
956,P00029,MOUSE|MGI=MGI=101921|UniProtKB=P17426,Huntington disease,60,307,1461,Ap2a1
957,P00029,MOUSE|MGI=MGI=107812|UniProtKB=P99024,Huntington disease,60,307,1461,Tubb5
958,P00029,MOUSE|MGI=MGI=1346871|UniProtKB=Q8CE90,Huntington disease,60,307,1461,Map2k7
959,P00029,MOUSE|MGI=MGI=1098280|UniProtKB=P45481,Huntington disease,60,307,1461,Crebbp
960,P00029,MOUSE|MGI=MGI=95640|UniProtKB=P16858,Huntington disease,60,307,1461,Gapdh
961,P00029,MOUSE|MGI=MGI=101920|UniProtKB=P17427,Huntington disease,60,307,1461,Ap2a2
962,P00029,MOUSE|MGI=MGI=1354961|UniProtKB=Q8CHC4,Huntington disease,60,307,1461,Synj1
963,P00029,MOUSE|MGI=MGI=99702|UniProtKB=Q07813,Huntington disease,60,307,1461,Bax
964,P00029,MOUSE|MGI=MGI=99434|UniProtKB=P84084,Huntington disease,60,307,1461,Arf5
965,P00029,MOUSE|MGI=MGI=1338801|UniProtKB=Q7TMB8,Huntington disease,60,307,1461,Cyfip1
966,P00029,MOUSE|MGI=MGI=96067|UniProtKB=P42859,Huntington disease,60,307,1461,Htt
967,P00029,MOUSE|MGI=MGI=1345181|UniProtKB=Q61644,Huntington disease,60,307,1461,Pacsin1
968,P00029,MOUSE|MGI=MGI=96960|UniProtKB=P55258,Huntington disease,60,307,1461,Rab8a
969,P00029,MOUSE|MGI=MGI=1346869|UniProtKB=P47809,Huntington disease,60,307,1461,Map2k4
970,P00029,MOUSE|MGI=MGI=1858204|UniProtKB=Q9WUL6,Huntington disease,60,307,1461,Map3k14
971,P00029,MOUSE|MGI=MGI=1343142|UniProtKB=Q9WV32,Huntington disease,60,307,1461,Arpc1b
972,P00029,MOUSE|MGI=MGI=1924182|UniProtKB=Q8K221,Huntington disease,60,307,1461,Arfip2
973,P00029,MOUSE|MGI=MGI=107750|UniProtKB=O88487,Huntington disease,60,307,1461,Dync1i2
974,P00029,MOUSE|MGI=MGI=1915201|UniProtKB=Q922F4,Huntington disease,60,307,1461,Tubb6
975,P00029,MOUSE|MGI=MGI=1261423|UniProtKB=O89110,Huntington disease,60,307,1461,Casp8
976,P00029,MOUSE|MGI=MGI=1924134|UniProtKB=Q5SQX6,Huntington disease,60,307,1461,Cyfip2
977,P00029,MOUSE|MGI=MGI=1337080|UniProtKB=Q9WU42,Huntington disease,60,307,1461,Ncor2
978,P00029,MOUSE|MGI=MGI=1928896|UniProtKB=Q9R0Q6,Huntington disease,60,307,1461,Arpc1a
979,P00029,MOUSE|MGI=MGI=107861|UniProtKB=Q7TMM9,Huntington disease,60,307,1461,Tubb2a
980,P00029,MOUSE|MGI=MGI=107739|UniProtKB=P70677,Huntington disease,60,307,1461,Casp3
981,P00029,MOUSE|MGI=MGI=87986|UniProtKB=P31750,Huntington disease,60,307,1461,Akt1
982,P00029,MOUSE|MGI=MGI=1928370|UniProtKB=P84096,Huntington disease,60,307,1461,Rhog
983,P00029,MOUSE|MGI=MGI=97846|UniProtKB=Q05144,Huntington disease,60,307,1461,Rac2
984,P00029,MOUSE|MGI=MGI=99437|UniProtKB=P61213,Huntington disease,60,307,1461,Arl4a
985,P00029,MOUSE|MGI=MGI=1349450|UniProtKB=Q62465,Huntington disease,60,307,1461,Vat1
986,P00029,MOUSE|MGI=MGI=106211|UniProtKB=P60766,Huntington disease,60,307,1461,Cdc42
987,P00029,MOUSE|MGI=MGI=1913963|UniProtKB=P61161,Huntington disease,60,307,1461,Actr2
988,P00029,MOUSE|MGI=MGI=1352504|UniProtKB=Q9JKY5,Huntington disease,60,307,1461,Hip1r
989,P00029,MOUSE|MGI=MGI=88263|UniProtKB=O35350,Huntington disease,60,307,1461,Capn1
990,P00029,MOUSE|MGI=MGI=1913695|UniProtKB=Q9D0M3,Huntington disease,60,307,1461,Cyc1
991,P00029,MOUSE|MGI=MGI=104874|UniProtKB=Q60823,Huntington disease,60,307,1461,Akt2
992,P00029,MOUSE|MGI=MGI=1276116|UniProtKB=B2RWS6,Huntington disease,60,307,1461,Ep300
993,P00029,MOUSE|MGI=MGI=103147|UniProtKB=Q9JHU4,Huntington disease,60,307,1461,Dync1h1
994,P00029,MOUSE|MGI=MGI=1921575|UniProtKB=Q6IRU5,Huntington disease,60,307,1461,Cltb
995,P00029,MOUSE|MGI=MGI=1312921|UniProtKB=O08738,Huntington disease,60,307,1461,Casp6
996,P00029,MOUSE|MGI=MGI=108451|UniProtKB=Q5SWU9,Huntington disease,60,307,1461,Acaca
997,P00029,MOUSE|MGI=MGI=2147191|UniProtKB=Q921Z5,Huntington disease,60,307,1461,Tnfaip8
998,P00029,MOUSE|MGI=MGI=1921166|UniProtKB=Q8BXG3,Huntington disease,60,307,1461,Ift57
999,P00029,MOUSE|MGI=MGI=99436|UniProtKB=P61211,Huntington disease,60,307,1461,Arl1
1000,P00029,MOUSE|MGI=MGI=99433|UniProtKB=P61750,Huntington disease,60,307,1461,Arf4
1001,P00029,MOUSE|MGI=MGI=1915021|UniProtKB=Q9CPW4,Huntington disease,60,307,1461,Arpc5
1002,P00029,MOUSE|MGI=MGI=88264|UniProtKB=O08529,Huntington disease,60,307,1461,Capn2
1003,P00029,MOUSE|MGI=MGI=1931553|UniProtKB=Q8R527,Huntington disease,60,307,1461,Rhoq
1004,P00029,MOUSE|MGI=MGI=99432|UniProtKB=P61205,Huntington disease,60,307,1461,Arf3
1005,P00029,MOUSE|MGI=MGI=1349717|UniProtKB=Q60974,Huntington disease,60,307,1461,Ncor1
1006,P00029,MOUSE|MGI=MGI=2445172|UniProtKB=P61208,Huntington disease,60,307,1461,Arl4c
1007,P00029,MOUSE|MGI=MGI=894297|UniProtKB=O08585,Huntington disease,60,307,1461,Clta
1008,P00029,MOUSE|MGI=MGI=98372|UniProtKB=O89090,Huntington disease,60,307,1461,Sp1
1009,P00029,MOUSE|MGI=MGI=1915472|UniProtKB=P68372,Huntington disease,60,307,1461,Tubb4b
1010,P00029,MOUSE|MGI=MGI=1921984|UniProtKB=Q9D3G9,Huntington disease,60,307,1461,Rhoh
1011,P00029,MOUSE|MGI=MGI=2135610|UniProtKB=Q8R1Q8,Huntington disease,60,307,1461,Dync1li1
1012,P00029,MOUSE|MGI=MGI=99431|UniProtKB=P84078,Huntington disease,60,307,1461,Arf1
1013,P00029,MOUSE|MGI=MGI=1306796|UniProtKB=O88879,Huntington disease,60,307,1461,Apaf1
1014,P00029,MOUSE|MGI=MGI=102501|UniProtKB=P00158,Huntington disease,60,307,1461,Mt-Cyb
1015,P00029,MOUSE|MGI=MGI=107745|UniProtKB=O08788,Huntington disease,60,307,1461,Dctn1
1016,P00029,MOUSE|MGI=MGI=1338030|UniProtKB=Q9R1S8,Huntington disease,60,307,1461,Capn7
1017,P00029,MOUSE|MGI=MGI=1099804|UniProtKB=Q8VD75,Huntington disease,60,307,1461,Hip1
1018,P00029,MOUSE|MGI=MGI=101838|UniProtKB=P29037,Huntington disease,60,307,1461,Tbp
1019,P00024,MOUSE|MGI=MGI=98797|UniProtKB=P17751,Glycolysis,10,43,139,Tpi1
1020,P00024,MOUSE|MGI=MGI=101863|UniProtKB=P05063,Glycolysis,10,43,139,Aldoc
1021,P00024,MOUSE|MGI=MGI=97547|UniProtKB=P12382,Glycolysis,10,43,139,Pfkl
1022,P00024,MOUSE|MGI=MGI=96103|UniProtKB=P17710,Glycolysis,10,43,139,Hk1
1023,P00024,MOUSE|MGI=MGI=1315197|UniProtKB=O08528,Glycolysis,10,43,139,Hk2
1024,P00024,MOUSE|MGI=MGI=97552|UniProtKB=Q9DBJ1,Glycolysis,10,43,139,Pgam1
1025,P00024,MOUSE|MGI=MGI=87994|UniProtKB=P05064,Glycolysis,10,43,139,Aldoa
1026,P00024,MOUSE|MGI=MGI=95640|UniProtKB=P16858,Glycolysis,10,43,139,Gapdh
1027,P00024,MOUSE|MGI=MGI=1098242|UniProtKB=P15327,Glycolysis,10,43,139,Bpgm
1028,P00024,MOUSE|MGI=MGI=95393|UniProtKB=P17182,Glycolysis,10,43,139,Eno1
1029,P00024,MOUSE|MGI=MGI=97591|UniProtKB=P52480,Glycolysis,10,43,139,Pkm
1030,P00024,MOUSE|MGI=MGI=97555|UniProtKB=P09411,Glycolysis,10,43,139,Pgk1
1031,P02757,MOUSE|MGI=MGI=1913667|UniProtKB=Q99LB6,O-antigen biosynthesis,9,20,127,Mat2b
1032,P02757,MOUSE|MGI=MGI=1923605|UniProtKB=Q8VDR7,O-antigen biosynthesis,9,20,127,Tgds
1033,P02757,MOUSE|MGI=MGI=95698|UniProtKB=P47856,O-antigen biosynthesis,9,20,127,Gfpt1
1034,P00035,MOUSE|MGI=MGI=1346865|UniProtKB=P47811,Interferon-gamma signaling pathway,10,55,255,Mapk14
1035,P00035,MOUSE|MGI=MGI=1924885|UniProtKB=Q9JLY0,Interferon-gamma signaling pathway,10,55,255,Socs6
1036,P00035,MOUSE|MGI=MGI=1201791|UniProtKB=O35718,Interferon-gamma signaling pathway,10,55,255,Socs3
1037,P00035,MOUSE|MGI=MGI=96628|UniProtKB=P52332,Interferon-gamma signaling pathway,10,55,255,Jak1
1038,P00035,MOUSE|MGI=MGI=1096566|UniProtKB=Q8C5D8,Interferon-gamma signaling pathway,10,55,255,Pias2
1039,P00035,MOUSE|MGI=MGI=107655|UniProtKB=P15261,Interferon-gamma signaling pathway,10,55,255,Ifngr1
1040,P00035,MOUSE|MGI=MGI=99511|UniProtKB=P35235,Interferon-gamma signaling pathway,10,55,255,Ptpn11
1041,P00035,MOUSE|MGI=MGI=1346859|UniProtKB=Q63844,Interferon-gamma signaling pathway,10,55,255,Mapk3
1042,P00035,MOUSE|MGI=MGI=107656|UniProtKB=P01580,Interferon-gamma signaling pathway,10,55,255,Ifng
