pathway_accession,mapped_ids,pathway,components,subfamilies,associated_sequence,hugo_gene
P00042,MOUSE|MGI=MGI=109164|UniProtKB=Q80SZ7,Muscarinic acetylcholine receptor 1 and 3 signaling pathway,12,99,488,Gng5
P00042,MOUSE|MGI=MGI=1914724|UniProtKB=Q9ERB0,Muscarinic acetylcholine receptor 1 and 3 signaling pathway,12,99,488,Snap29
P00042,MOUSE|MGI=MGI=96623|UniProtKB=P11881,Muscarinic acetylcholine receptor 1 and 3 signaling pathway,12,99,488,Itpr1
P00042,MOUSE|MGI=MGI=95781|UniProtKB=P62874,Muscarinic acetylcholine receptor 1 and 3 signaling pathway,12,99,488,Gnb1
P00042,MOUSE|MGI=MGI=108022|UniProtKB=P70268,Muscarinic acetylcholine receptor 1 and 3 signaling pathway,12,99,488,Pkn1
P00042,MOUSE|MGI=MGI=97595|UniProtKB=P20444,Muscarinic acetylcholine receptor 1 and 3 signaling pathway,12,99,488,Prkca
P00042,MOUSE|MGI=MGI=1913316|UniProtKB=P61953,Muscarinic acetylcholine receptor 1 and 3 signaling pathway,12,99,488,Gng11
P00042,MOUSE|MGI=MGI=1336169|UniProtKB=Q9CXP8,Muscarinic acetylcholine receptor 1 and 3 signaling pathway,12,99,488,Gng10
P00042,MOUSE|MGI=MGI=102705|UniProtKB=P63213,Muscarinic acetylcholine receptor 1 and 3 signaling pathway,12,99,488,Gng2
P00042,MOUSE|MGI=MGI=97596|UniProtKB=P68404,Muscarinic acetylcholine receptor 1 and 3 signaling pathway,12,99,488,Prkcb
P05917,MOUSE|MGI=MGI=1313277|UniProtKB=P63044,Opioid proopiomelanocortin pathway,9,53,292,Vamp2
P05917,MOUSE|MGI=MGI=893584|UniProtKB=Q61017,Opioid proopiomelanocortin pathway,9,53,292,Gngt2
P05917,MOUSE|MGI=MGI=95784|UniProtKB=P62880,Opioid proopiomelanocortin pathway,9,53,292,Gnb2
P05917,MOUSE|MGI=MGI=109356|UniProtKB=O09044,Opioid proopiomelanocortin pathway,9,53,292,Snap23
P05917,MOUSE|MGI=MGI=1321389|UniProtKB=P63024,Opioid proopiomelanocortin pathway,9,53,292,Vamp3
P05917,MOUSE|MGI=MGI=109164|UniProtKB=Q80SZ7,Opioid proopiomelanocortin pathway,9,53,292,Gng5
P05917,MOUSE|MGI=MGI=1914724|UniProtKB=Q9ERB0,Opioid proopiomelanocortin pathway,9,53,292,Snap29
P05917,MOUSE|MGI=MGI=95772|UniProtKB=P08752,Opioid proopiomelanocortin pathway,9,53,292,Gnai2
P05917,MOUSE|MGI=MGI=104581|UniProtKB=P29387,Opioid proopiomelanocortin pathway,9,53,292,Gnb4
P05917,MOUSE|MGI=MGI=95781|UniProtKB=P62874,Opioid proopiomelanocortin pathway,9,53,292,Gnb1
P05917,MOUSE|MGI=MGI=1336169|UniProtKB=Q9CXP8,Opioid proopiomelanocortin pathway,9,53,292,Gng10
P05917,MOUSE|MGI=MGI=95773|UniProtKB=Q9DC51,Opioid proopiomelanocortin pathway,9,53,292,Gnai3
P05917,MOUSE|MGI=MGI=98510|UniProtKB=P15806,Opioid proopiomelanocortin pathway,9,53,292,Tcf3
P05917,MOUSE|MGI=MGI=2137219|UniProtKB=Q99N93,Opioid proopiomelanocortin pathway,9,53,292,Mrpl16
P05917,MOUSE|MGI=MGI=102705|UniProtKB=P63213,Opioid proopiomelanocortin pathway,9,53,292,Gng2
P05917,MOUSE|MGI=MGI=102891|UniProtKB=P51829,Opioid proopiomelanocortin pathway,9,53,292,Adcy7
P05917,MOUSE|MGI=MGI=1336882|UniProtKB=O70404,Opioid proopiomelanocortin pathway,9,53,292,Vamp8
P02736,MOUSE|MGI=MGI=1915237|UniProtKB=Q8VDG5,Coenzyme A biosynthesis,5,10,85,Ppcs
P02736,MOUSE|MGI=MGI=1918993|UniProtKB=Q9DBL7,Coenzyme A biosynthesis,5,10,85,Coasy
P02736,MOUSE|MGI=MGI=2387464|UniProtKB=Q8R2W9,Coenzyme A biosynthesis,5,10,85,Pank3
P02736,MOUSE|MGI=MGI=1914062|UniProtKB=Q8BZB2,Coenzyme A biosynthesis,5,10,85,Ppcdc
P02736,MOUSE|MGI=MGI=1915337|UniProtKB=Q8BHC4,Coenzyme A biosynthesis,5,10,85,Dcakd
P02736,MOUSE|MGI=MGI=1921700|UniProtKB=Q7M753,Coenzyme A biosynthesis,5,10,85,Pank2
P04391,MOUSE|MGI=MGI=1352756|UniProtKB=Q8K394,Oxytocin receptor mediated signaling pathway,6,95,492,Plcl2
P04391,MOUSE|MGI=MGI=1313277|UniProtKB=P63044,Oxytocin receptor mediated signaling pathway,6,95,492,Vamp2
P04391,MOUSE|MGI=MGI=95766|UniProtKB=P21278,Oxytocin receptor mediated signaling pathway,6,95,492,Gna11
P04391,MOUSE|MGI=MGI=893584|UniProtKB=Q61017,Oxytocin receptor mediated signaling pathway,6,95,492,Gngt2
P04391,MOUSE|MGI=MGI=95784|UniProtKB=P62880,Oxytocin receptor mediated signaling pathway,6,95,492,Gnb2
P04391,MOUSE|MGI=MGI=109356|UniProtKB=O09044,Oxytocin receptor mediated signaling pathway,6,95,492,Snap23
P04391,MOUSE|MGI=MGI=1321389|UniProtKB=P63024,Oxytocin receptor mediated signaling pathway,6,95,492,Vamp3
P04391,MOUSE|MGI=MGI=109164|UniProtKB=Q80SZ7,Oxytocin receptor mediated signaling pathway,6,95,492,Gng5
P04391,MOUSE|MGI=MGI=1914724|UniProtKB=Q9ERB0,Oxytocin receptor mediated signaling pathway,6,95,492,Snap29
P04391,MOUSE|MGI=MGI=104581|UniProtKB=P29387,Oxytocin receptor mediated signaling pathway,6,95,492,Gnb4
P04391,MOUSE|MGI=MGI=95781|UniProtKB=P62874,Oxytocin receptor mediated signaling pathway,6,95,492,Gnb1
P04391,MOUSE|MGI=MGI=97602|UniProtKB=Q02956,Oxytocin receptor mediated signaling pathway,6,95,492,Prkcz
P04391,MOUSE|MGI=MGI=97600|UniProtKB=P23298,Oxytocin receptor mediated signaling pathway,6,95,492,Prkch
P04391,MOUSE|MGI=MGI=97595|UniProtKB=P20444,Oxytocin receptor mediated signaling pathway,6,95,492,Prkca
P04391,MOUSE|MGI=MGI=1336169|UniProtKB=Q9CXP8,Oxytocin receptor mediated signaling pathway,6,95,492,Gng10
P04391,MOUSE|MGI=MGI=97598|UniProtKB=P28867,Oxytocin receptor mediated signaling pathway,6,95,492,Prkcd
P04391,MOUSE|MGI=MGI=98510|UniProtKB=P15806,Oxytocin receptor mediated signaling pathway,6,95,492,Tcf3
P04391,MOUSE|MGI=MGI=97601|UniProtKB=Q02111,Oxytocin receptor mediated signaling pathway,6,95,492,Prkcq
P04391,MOUSE|MGI=MGI=2137219|UniProtKB=Q99N93,Oxytocin receptor mediated signaling pathway,6,95,492,Mrpl16
P04391,MOUSE|MGI=MGI=97615|UniProtKB=Q62077,Oxytocin receptor mediated signaling pathway,6,95,492,Plcg1
P04391,MOUSE|MGI=MGI=97599|UniProtKB=P16054,Oxytocin receptor mediated signaling pathway,6,95,492,Prkce
P04391,MOUSE|MGI=MGI=102705|UniProtKB=P63213,Oxytocin receptor mediated signaling pathway,6,95,492,Gng2
P04391,MOUSE|MGI=MGI=97596|UniProtKB=P68404,Oxytocin receptor mediated signaling pathway,6,95,492,Prkcb
P04391,MOUSE|MGI=MGI=1336882|UniProtKB=O70404,Oxytocin receptor mediated signaling pathway,6,95,492,Vamp8
P00022,MOUSE|MGI=MGI=1339946|UniProtKB=P62340,General transcription by RNA polymerase I,16,23,128,Tbpl1
P00022,MOUSE|MGI=MGI=1926879|UniProtKB=Q9EQH4,General transcription by RNA polymerase I,16,23,128,Taf8
P00022,MOUSE|MGI=MGI=102725|UniProtKB=Q63871,General transcription by RNA polymerase I,16,23,128,Polr2k
P00022,MOUSE|MGI=MGI=109577|UniProtKB=P97358,General transcription by RNA polymerase I,16,23,128,Taf1b
P00022,MOUSE|MGI=MGI=108403|UniProtKB=P97304,General transcription by RNA polymerase I,16,23,128,Polr1d
P00022,MOUSE|MGI=MGI=105044|UniProtKB=Q62187,General transcription by RNA polymerase I,16,23,128,Ttf1
P00022,MOUSE|MGI=MGI=108014|UniProtKB=P70700,General transcription by RNA polymerase I,16,23,128,Polr1b
P00022,MOUSE|MGI=MGI=109576|UniProtKB=Q6PDZ2,General transcription by RNA polymerase I,16,23,128,Taf1c
P00022,MOUSE|MGI=MGI=1098610|UniProtKB=O35047,General transcription by RNA polymerase I,16,23,128,Psmc3ip
P00022,MOUSE|MGI=MGI=1925255|UniProtKB=B2RS91,General transcription by RNA polymerase I,16,23,128,Rrn3
P00022,MOUSE|MGI=MGI=101838|UniProtKB=P29037,General transcription by RNA polymerase I,16,23,128,Tbp
P00022,MOUSE|MGI=MGI=98512|UniProtKB=P25976,General transcription by RNA polymerase I,16,23,128,Ubtf
P02753,MOUSE|MGI=MGI=894292|UniProtKB=A6H5Y3,Methionine biosynthesis,4,17,49,Mtr
P00002,MOUSE|MGI=MGI=1313277|UniProtKB=P63044,Alpha adrenergic receptor signaling pathway,6,32,154,Vamp2
P00002,MOUSE|MGI=MGI=97598|UniProtKB=P28867,Alpha adrenergic receptor signaling pathway,6,32,154,Prkcd
P00002,MOUSE|MGI=MGI=95766|UniProtKB=P21278,Alpha adrenergic receptor signaling pathway,6,32,154,Gna11
P00002,MOUSE|MGI=MGI=109356|UniProtKB=O09044,Alpha adrenergic receptor signaling pathway,6,32,154,Snap23
P00002,MOUSE|MGI=MGI=1321389|UniProtKB=P63024,Alpha adrenergic receptor signaling pathway,6,32,154,Vamp3
P00002,MOUSE|MGI=MGI=97599|UniProtKB=P16054,Alpha adrenergic receptor signaling pathway,6,32,154,Prkce
P00002,MOUSE|MGI=MGI=96623|UniProtKB=P11881,Alpha adrenergic receptor signaling pathway,6,32,154,Itpr1
P00002,MOUSE|MGI=MGI=1926235|UniProtKB=Q9JKK1,Alpha adrenergic receptor signaling pathway,6,32,154,Stx6
P00002,MOUSE|MGI=MGI=97595|UniProtKB=P20444,Alpha adrenergic receptor signaling pathway,6,32,154,Prkca
P00036,MOUSE|MGI=MGI=96549|UniProtKB=P01590,Interleukin signaling pathway,36,91,542,Il2ra
P00036,MOUSE|MGI=MGI=101762|UniProtKB=P41971,Interleukin signaling pathway,36,91,542,Elk3
P00036,MOUSE|MGI=MGI=95638|UniProtKB=Q03249,Interleukin signaling pathway,36,91,542,Galt
P00036,MOUSE|MGI=MGI=95574|UniProtKB=P01101,Interleukin signaling pathway,36,91,542,Fos
P00036,MOUSE|MGI=MGI=95805|UniProtKB=Q60631,Interleukin signaling pathway,36,91,542,Grb2
P00036,MOUSE|MGI=MGI=88065|UniProtKB=P04627,Interleukin signaling pathway,36,91,542,Araf
P00036,MOUSE|MGI=MGI=1270855|UniProtKB=O54824,Interleukin signaling pathway,36,91,542,Il16
P00036,MOUSE|MGI=MGI=104579|UniProtKB=Q60837,Interleukin signaling pathway,36,91,542,Il12rb1
P00036,MOUSE|MGI=MGI=1928394|UniProtKB=Q9JLN9,Interleukin signaling pathway,36,91,542,Mtor
P00036,MOUSE|MGI=MGI=105367|UniProtKB=P16382,Interleukin signaling pathway,36,91,542,Il4r
P00036,MOUSE|MGI=MGI=1346875|UniProtKB=O08648,Interleukin signaling pathway,36,91,542,Map3k4
P00036,MOUSE|MGI=MGI=1346877|UniProtKB=Q62073,Interleukin signaling pathway,36,91,542,Map3k7
P00036,MOUSE|MGI=MGI=894316|UniProtKB=O08605,Interleukin signaling pathway,36,91,542,Mknk1
P00036,MOUSE|MGI=MGI=1346859|UniProtKB=Q63844,Interleukin signaling pathway,36,91,542,Mapk3
P00036,MOUSE|MGI=MGI=109298|UniProtKB=P49138,Interleukin signaling pathway,36,91,542,Mapkapk2
P00036,MOUSE|MGI=MGI=1338071|UniProtKB=O88351,Interleukin signaling pathway,36,91,542,Ikbkb
P00036,MOUSE|MGI=MGI=103062|UniProtKB=P42228,Interleukin signaling pathway,36,91,542,Stat4
P00036,MOUSE|MGI=MGI=1346858|UniProtKB=P63085,Interleukin signaling pathway,36,91,542,Mapk1
P00036,MOUSE|MGI=MGI=1925049|UniProtKB=Q8R4L0,Interleukin signaling pathway,36,91,542,Sla2
P00036,MOUSE|MGI=MGI=103036|UniProtKB=P42230,Interleukin signaling pathway,36,91,542,Stat5a
P00036,MOUSE|MGI=MGI=96538|UniProtKB=Q61727,Interleukin signaling pathway,36,91,542,Il10ra
P00036,MOUSE|MGI=MGI=104557|UniProtKB=P18654,Interleukin signaling pathway,36,91,542,Rps6ka3
P00036,MOUSE|MGI=MGI=87986|UniProtKB=P31750,Interleukin signaling pathway,36,91,542,Akt1
P00036,MOUSE|MGI=MGI=106658|UniProtKB=Q9JM73,Interleukin signaling pathway,36,91,542,Srf
P00036,MOUSE|MGI=MGI=104565|UniProtKB=P46414,Interleukin signaling pathway,36,91,542,Cdkn1b
P00036,MOUSE|MGI=MGI=894279|UniProtKB=Q8CDB0,Interleukin signaling pathway,36,91,542,Mknk2
P00036,MOUSE|MGI=MGI=104556|UniProtKB=P39689,Interleukin signaling pathway,36,91,542,Cdkn1a
P00036,MOUSE|MGI=MGI=1338068|UniProtKB=Q9Z2A0,Interleukin signaling pathway,36,91,542,Pdpk1
P00036,MOUSE|MGI=MGI=97250|UniProtKB=P01108,Interleukin signaling pathway,36,91,542,Myc
P00036,MOUSE|MGI=MGI=104874|UniProtKB=Q60823,Interleukin signaling pathway,36,91,542,Akt2
P00036,MOUSE|MGI=MGI=1206581|UniProtKB=P42337,Interleukin signaling pathway,36,91,542,Pik3ca
P00036,MOUSE|MGI=MGI=103063|UniProtKB=P42225,Interleukin signaling pathway,36,91,542,Stat1
P00036,MOUSE|MGI=MGI=103038|UniProtKB=P42227,Interleukin signaling pathway,36,91,542,Stat3
P00036,MOUSE|MGI=MGI=99928|UniProtKB=Q62137,Interleukin signaling pathway,36,91,542,Jak3
P00036,MOUSE|MGI=MGI=98354|UniProtKB=Q62245,Interleukin signaling pathway,36,91,542,Sos1
P00036,MOUSE|MGI=MGI=102853|UniProtKB=P41158,Interleukin signaling pathway,36,91,542,Elk4
P00036,MOUSE|MGI=MGI=1890475|UniProtKB=Q9JHX3,Interleukin signaling pathway,36,91,542,Il21r
P00036,MOUSE|MGI=MGI=1354946|UniProtKB=Q61532,Interleukin signaling pathway,36,91,542,Mapk6
P00036,MOUSE|MGI=MGI=96550|UniProtKB=P16297,Interleukin signaling pathway,36,91,542,Il2rb
P00036,MOUSE|MGI=MGI=98296|UniProtKB=P98083,Interleukin signaling pathway,36,91,542,Shc1
P00036,MOUSE|MGI=MGI=109380|UniProtKB=Q61190,Interleukin signaling pathway,36,91,542,Il10rb
P00036,MOUSE|MGI=MGI=98355|UniProtKB=Q02384,Interleukin signaling pathway,36,91,542,Sos2
P00036,MOUSE|MGI=MGI=88190|UniProtKB=P28028,Interleukin signaling pathway,36,91,542,Braf
P00036,MOUSE|MGI=MGI=104644|UniProtKB=Q60819,Interleukin signaling pathway,36,91,542,Il15ra
P00036,MOUSE|MGI=MGI=103035|UniProtKB=P42232,Interleukin signaling pathway,36,91,542,Stat5b
P00036,MOUSE|MGI=MGI=97376|UniProtKB=P08556,Interleukin signaling pathway,36,91,542,Nras
P00036,MOUSE|MGI=MGI=103039|UniProtKB=Q9WVL2,Interleukin signaling pathway,36,91,542,Stat2
P00036,MOUSE|MGI=MGI=97860|UniProtKB=E9PYG6,Interleukin signaling pathway,36,91,542,Rasa1
P00036,MOUSE|MGI=MGI=97847|UniProtKB=Q99N57,Interleukin signaling pathway,36,91,542,Raf1
P00036,MOUSE|MGI=MGI=99484|UniProtKB=Q60680,Interleukin signaling pathway,36,91,542,Chuk
P00036,MOUSE|MGI=MGI=1270861|UniProtKB=P97378,Interleukin signaling pathway,36,91,542,Il12rb2
P00036,MOUSE|MGI=MGI=104558|UniProtKB=P18653,Interleukin signaling pathway,36,91,542,Rps6ka1
P00036,MOUSE|MGI=MGI=103034|UniProtKB=P52633,Interleukin signaling pathway,36,91,542,Stat6
P00036,MOUSE|MGI=MGI=1861437|UniProtKB=Q9WV60,Interleukin signaling pathway,36,91,542,Gsk3b
P00037,MOUSE|MGI=MGI=1313277|UniProtKB=P63044,Ionotropic glutamate receptor pathway,29,77,369,Vamp2
P00037,MOUSE|MGI=MGI=1921982|UniProtKB=Q9D3G5,Ionotropic glutamate receptor pathway,29,77,369,Stx11
P00037,MOUSE|MGI=MGI=1341265|UniProtKB=Q6PHZ2,Ionotropic glutamate receptor pathway,29,77,369,Camk2d
P00037,MOUSE|MGI=MGI=109356|UniProtKB=O09044,Ionotropic glutamate receptor pathway,29,77,369,Snap23
P00037,MOUSE|MGI=MGI=88259|UniProtKB=Q923T9,Ionotropic glutamate receptor pathway,29,77,369,Camk2g
P00037,MOUSE|MGI=MGI=1321389|UniProtKB=P63024,Ionotropic glutamate receptor pathway,29,77,369,Vamp3
P00037,MOUSE|MGI=MGI=1914724|UniProtKB=Q9ERB0,Ionotropic glutamate receptor pathway,29,77,369,Snap29
P00037,MOUSE|MGI=MGI=894645|UniProtKB=Q62083,Ionotropic glutamate receptor pathway,29,77,369,Pick1
P00037,MOUSE|MGI=MGI=88257|UniProtKB=P28652,Ionotropic glutamate receptor pathway,29,77,369,Camk2b
P00037,MOUSE|MGI=MGI=2156052|UniProtKB=Q8BLE7,Ionotropic glutamate receptor pathway,29,77,369,Slc17a6
P00037,MOUSE|MGI=MGI=1336882|UniProtKB=O70404,Ionotropic glutamate receptor pathway,29,77,369,Vamp8
P00037,MOUSE|MGI=MGI=104560|UniProtKB=P46460,Ionotropic glutamate receptor pathway,29,77,369,Nsf
P02739,MOUSE|MGI=MGI=97356|UniProtKB=Q01768,De novo pyrimidine deoxyribonucleotide biosynthesis,10,39,246,Nme2
P02739,MOUSE|MGI=MGI=98180|UniProtKB=P07742,De novo pyrimidine deoxyribonucleotide biosynthesis,10,39,246,Rrm1
P02739,MOUSE|MGI=MGI=2155865|UniProtKB=Q6PEE3,De novo pyrimidine deoxyribonucleotide biosynthesis,10,39,246,Rrm2b
P02739,MOUSE|MGI=MGI=1930182|UniProtKB=Q9WV85,De novo pyrimidine deoxyribonucleotide biosynthesis,10,39,246,Nme3
P02739,MOUSE|MGI=MGI=98181|UniProtKB=P11157,De novo pyrimidine deoxyribonucleotide biosynthesis,10,39,246,Rrm2
P02739,MOUSE|MGI=MGI=1914007|UniProtKB=Q6P6J0,De novo pyrimidine deoxyribonucleotide biosynthesis,10,39,246,Adat2
P02739,MOUSE|MGI=MGI=1346051|UniProtKB=Q8VCG1,De novo pyrimidine deoxyribonucleotide biosynthesis,10,39,246,Dut
P02739,MOUSE|MGI=MGI=98878|UniProtKB=P07607,De novo pyrimidine deoxyribonucleotide biosynthesis,10,39,246,Tyms
P02739,MOUSE|MGI=MGI=97355|UniProtKB=P15532,De novo pyrimidine deoxyribonucleotide biosynthesis,10,39,246,Nme1
P02739,MOUSE|MGI=MGI=108396|UniProtKB=P97930,De novo pyrimidine deoxyribonucleotide biosynthesis,10,39,246,Dtymk
P02787,MOUSE|MGI=MGI=2183441|UniProtKB=Q99K85,Vitamin B6 metabolism,19,13,57,Psat1
P02787,MOUSE|MGI=MGI=1351869|UniProtKB=Q8K183,Vitamin B6 metabolism,19,13,57,Pdxk
P02787,MOUSE|MGI=MGI=2144151|UniProtKB=Q91XF0,Vitamin B6 metabolism,19,13,57,Pnpo
P02777,MOUSE|MGI=MGI=2136460|UniProtKB=Q8BH95,Succinate to proprionate conversion,3,8,57,Echs1
P02777,MOUSE|MGI=MGI=97239|UniProtKB=P16332,Succinate to proprionate conversion,3,8,57,Mmut
P06664,MOUSE|MGI=MGI=96648|UniProtKB=P15066,Gonadotropin releasing hormone receptor pathway,216,234,236,Jund
P06664,MOUSE|MGI=MGI=1098684|UniProtKB=Q8BJW6,Gonadotropin releasing hormone receptor pathway,216,234,236,Eif2a
P06664,MOUSE|MGI=MGI=95805|UniProtKB=Q60631,Gonadotropin releasing hormone receptor pathway,216,234,236,Grb2
P06664,MOUSE|MGI=MGI=88494|UniProtKB=Q01147,Gonadotropin releasing hormone receptor pathway,216,234,236,Creb1
P06664,MOUSE|MGI=MGI=107901|UniProtKB=P70353,Gonadotropin releasing hormone receptor pathway,216,234,236,Nfyc
P06664,MOUSE|MGI=MGI=1346878|UniProtKB=Q07174,Gonadotropin releasing hormone receptor pathway,216,234,236,Map3k8
P06664,MOUSE|MGI=MGI=1346879|UniProtKB=Q66L42,Gonadotropin releasing hormone receptor pathway,216,234,236,Map3k10
P06664,MOUSE|MGI=MGI=106203|UniProtKB=Q60665,Gonadotropin releasing hormone receptor pathway,216,234,236,Skil
P06664,MOUSE|MGI=MGI=104311|UniProtKB=P32240,Gonadotropin releasing hormone receptor pathway,216,234,236,Ptger4
P06664,MOUSE|MGI=MGI=1098280|UniProtKB=P45481,Gonadotropin releasing hormone receptor pathway,216,234,236,Crebbp
P06664,MOUSE|MGI=MGI=99418|UniProtKB=Q9Z329,Gonadotropin releasing hormone receptor pathway,216,234,236,Itpr2
P06664,MOUSE|MGI=MGI=1346873|UniProtKB=Q61083,Gonadotropin releasing hormone receptor pathway,216,234,236,Map3k2
P06664,MOUSE|MGI=MGI=96623|UniProtKB=P11881,Gonadotropin releasing hormone receptor pathway,216,234,236,Itpr1
P06664,MOUSE|MGI=MGI=1346869|UniProtKB=P47809,Gonadotropin releasing hormone receptor pathway,216,234,236,Map2k4
P06664,MOUSE|MGI=MGI=88064|UniProtKB=P19091,Gonadotropin releasing hormone receptor pathway,216,234,236,Ar
P06664,MOUSE|MGI=MGI=1201409|UniProtKB=O70477,Gonadotropin releasing hormone receptor pathway,216,234,236,Pknox1
P06664,MOUSE|MGI=MGI=96397|UniProtKB=P41136,Gonadotropin releasing hormone receptor pathway,216,234,236,Id2
P06664,MOUSE|MGI=MGI=1194497|UniProtKB=P70284,Gonadotropin releasing hormone receptor pathway,216,234,236,Tgif1
P06664,MOUSE|MGI=MGI=109349|UniProtKB=P16951,Gonadotropin releasing hormone receptor pathway,216,234,236,Atf2
P06664,MOUSE|MGI=MGI=1202876|UniProtKB=Q9Z1J1,Gonadotropin releasing hormone receptor pathway,216,234,236,Tcf7l1
P06664,MOUSE|MGI=MGI=97596|UniProtKB=P68404,Gonadotropin releasing hormone receptor pathway,216,234,236,Prkcb
P06664,MOUSE|MGI=MGI=87986|UniProtKB=P31750,Gonadotropin releasing hormone receptor pathway,216,234,236,Akt1
P06664,MOUSE|MGI=MGI=96610|UniProtKB=P09055,Gonadotropin releasing hormone receptor pathway,216,234,236,Itgb1
P06664,MOUSE|MGI=MGI=95575|UniProtKB=P13346,Gonadotropin releasing hormone receptor pathway,216,234,236,Fosb
P06664,MOUSE|MGI=MGI=105120|UniProtKB=P28563,Gonadotropin releasing hormone receptor pathway,216,234,236,Dusp1
P06664,MOUSE|MGI=MGI=1276116|UniProtKB=B2RWS6,Gonadotropin releasing hormone receptor pathway,216,234,236,Ep300
P06664,MOUSE|MGI=MGI=103038|UniProtKB=P42227,Gonadotropin releasing hormone receptor pathway,216,234,236,Stat3
P06664,MOUSE|MGI=MGI=98354|UniProtKB=Q62245,Gonadotropin releasing hormone receptor pathway,216,234,236,Sos1
P06664,MOUSE|MGI=MGI=97601|UniProtKB=Q02111,Gonadotropin releasing hormone receptor pathway,216,234,236,Prkcq
P06664,MOUSE|MGI=MGI=96647|UniProtKB=P09450,Gonadotropin releasing hormone receptor pathway,216,234,236,Junb
P06664,MOUSE|MGI=MGI=1919924|UniProtKB=Q91VH1,Gonadotropin releasing hormone receptor pathway,216,234,236,Adipor1
P06664,MOUSE|MGI=MGI=98725|UniProtKB=P04202,Gonadotropin releasing hormone receptor pathway,216,234,236,Tgfb1
P06664,MOUSE|MGI=MGI=96224|UniProtKB=Q61411,Gonadotropin releasing hormone receptor pathway,216,234,236,Hras
P06664,MOUSE|MGI=MGI=1278339|UniProtKB=Q80UP3,Gonadotropin releasing hormone receptor pathway,216,234,236,Dgkz
P06664,MOUSE|MGI=MGI=1341830|UniProtKB=Q9Z2B5,Gonadotropin releasing hormone receptor pathway,216,234,236,Eif2ak3
P06664,MOUSE|MGI=MGI=98507|UniProtKB=Q00417,Gonadotropin releasing hormone receptor pathway,216,234,236,Tcf7
P06664,MOUSE|MGI=MGI=108079|UniProtKB=Q61112,Gonadotropin releasing hormone receptor pathway,216,234,236,Sdf4
P06664,MOUSE|MGI=MGI=2137670|UniProtKB=Q9JKB3,Gonadotropin releasing hormone receptor pathway,216,234,236,Ybx3
P06664,MOUSE|MGI=MGI=96599|UniProtKB=Q3V3R4,Gonadotropin releasing hormone receptor pathway,216,234,236,Itga1
P06664,MOUSE|MGI=MGI=109384|UniProtKB=Q60765,Gonadotropin releasing hormone receptor pathway,216,234,236,Atf3
P06664,MOUSE|MGI=MGI=95295|UniProtKB=P08046,Gonadotropin releasing hormone receptor pathway,216,234,236,Egr1
P06664,MOUSE|MGI=MGI=1346867|UniProtKB=Q63932,Gonadotropin releasing hormone receptor pathway,216,234,236,Map2k2
P06664,MOUSE|MGI=MGI=97847|UniProtKB=Q99N57,Gonadotropin releasing hormone receptor pathway,216,234,236,Raf1
P06664,MOUSE|MGI=MGI=99517|UniProtKB=P17879,Gonadotropin releasing hormone receptor pathway,216,234,236,Hspa1b
P06664,MOUSE|MGI=MGI=95755|UniProtKB=P17809,Gonadotropin releasing hormone receptor pathway,216,234,236,Slc2a1
P06664,MOUSE|MGI=MGI=95773|UniProtKB=Q9DC51,Gonadotropin releasing hormone receptor pathway,216,234,236,Gnai3
P06664,MOUSE|MGI=MGI=97794|UniProtKB=Q62053,Gonadotropin releasing hormone receptor pathway,216,234,236,Ptger2
P06664,MOUSE|MGI=MGI=1346882|UniProtKB=P70218,Gonadotropin releasing hormone receptor pathway,216,234,236,Map4k1
P06664,MOUSE|MGI=MGI=1861437|UniProtKB=Q9WV60,Gonadotropin releasing hormone receptor pathway,216,234,236,Gsk3b
P06664,MOUSE|MGI=MGI=1346880|UniProtKB=Q80XI6,Gonadotropin releasing hormone receptor pathway,216,234,236,Map3k11
P06664,MOUSE|MGI=MGI=102705|UniProtKB=P63213,Gonadotropin releasing hormone receptor pathway,216,234,236,Gng2
P06664,MOUSE|MGI=MGI=1346831|UniProtKB=O08580,Gonadotropin releasing hormone receptor pathway,216,234,236,Esrra
P06664,MOUSE|MGI=MGI=93830|UniProtKB=Q8BQS5,Gonadotropin releasing hormone receptor pathway,216,234,236,Adipor2
P06664,MOUSE|MGI=MGI=95574|UniProtKB=P01101,Gonadotropin releasing hormone receptor pathway,216,234,236,Fos
P06664,MOUSE|MGI=MGI=95766|UniProtKB=P21278,Gonadotropin releasing hormone receptor pathway,216,234,236,Gna11
P06664,MOUSE|MGI=MGI=96646|UniProtKB=P05627,Gonadotropin releasing hormone receptor pathway,216,234,236,Jun
P06664,MOUSE|MGI=MGI=96624|UniProtKB=P70227,Gonadotropin releasing hormone receptor pathway,216,234,236,Itpr3
P06664,MOUSE|MGI=MGI=106008|UniProtKB=P48036,Gonadotropin releasing hormone receptor pathway,216,234,236,Anxa5
P06664,MOUSE|MGI=MGI=104581|UniProtKB=P29387,Gonadotropin releasing hormone receptor pathway,216,234,236,Gnb4
P06664,MOUSE|MGI=MGI=97845|UniProtKB=P63001,Gonadotropin releasing hormone receptor pathway,216,234,236,Rac1
P06664,MOUSE|MGI=MGI=1346862|UniProtKB=Q9WTU6,Gonadotropin releasing hormone receptor pathway,216,234,236,Mapk9
P06664,MOUSE|MGI=MGI=97583|UniProtKB=P26450,Gonadotropin releasing hormone receptor pathway,216,234,236,Pik3r1
