,mean,std,no_expr_cells,no_expr/total_cell
Zbtb6,0.018175723031163216,0.08965767174959183,4734.0,0.9509843310566493
Zbtb26,0.0017074135830625892,0.0269057285040617,4953.0,0.9949779027721977
Rabgap1,0.06454961746931076,0.17095933854579926,4191.0,0.8419043792687827
Strbp,0.06732852011919022,0.17418009042739868,4144.0,0.8324628364805142
Gpr21,0.0003231421287637204,0.014507054351270199,4975.0,0.9993973483326637
Dennd1a,0.04419247806072235,0.14606617391109467,4432.0,0.8903173965447971
Gm13556,0.00031871514511294663,0.010206307284533978,4973.0,0.9989955805544395
Lhx2,0.0034980911295861006,0.037249792367219925,4927.0,0.9897549216552832
Nek6,0.05296449363231659,0.16169323027133942,4364.0,0.8766572920851747
Psmb7,0.39076870679855347,0.3742184340953827,1957.0,0.3931297709923664
Nr6a1,0.0031796530820429325,0.04137929901480675,4941.0,0.9925672961028525
Gm13496,0.000164055687491782,0.0074006966315209866,4975.0,0.9993973483326637
Wdr38,0.0027557997964322567,0.038303688168525696,4946.0,0.9935717155484131
Rpl35,2.857001304626465,0.3254852294921875,7.0,0.0014061872237846524
Arpc5l,0.3489893078804016,0.3596784174442291,2089.0,0.41964644435516274
Golga1,0.03292839974164963,0.12855637073516846,4569.0,0.9178384893531539
Scai,0.030298495665192604,0.12858279049396515,4633.0,0.9306950582563278
Ppp6c,0.23197564482688904,0.3047086298465729,2738.0,0.5500200883889113
Kynu,6.928426591912284e-05,0.004888347815722227,4977.0,0.9997991161108879
Arhgap15,0.17454968392848969,0.28810369968414307,3255.0,0.6538770590598634
Gtdc1,0.06144145503640175,0.17136169970035553,4237.0,0.851145038167939
Zeb2,0.1630823016166687,0.29061469435691833,3390.0,0.680996384089996
Zeb2os,0.0015875139506533742,0.028438951820135117,4959.0,0.9961832061068703
Acvr2a,0.001133715733885765,0.02418672665953636,4964.0,0.9971876255524307
Orc4,0.10430046170949936,0.21613596379756927,3777.0,0.758738449176376
Mbd5,0.013569965958595276,0.08266051858663559,4810.0,0.9662515066291684
Epc2,0.07073114812374115,0.18416118621826172,4148.0,0.8332663720369626
Kif5c,0.01282433606684208,0.07651960849761963,4807.0,0.9656488549618321
Lypd6b,0.00046376814134418964,0.016604870557785034,4973.0,0.9989955805544395
Mmadhc,0.1599052995443344,0.25975969433784485,3270.0,0.6568903173965448
Rbm43,0.06431736797094345,0.17088715732097626,4202.0,0.8441141020490157
Nmi,0.2088034451007843,0.2959727942943573,2922.0,0.5869827239855364
Rif1,0.19108866155147552,0.28637486696243286,3104.0,0.6235435918039374
Neb,0.037319570779800415,0.1344650834798813,4515.0,0.9069907593411008
Gm13522,0.00014002789976075292,0.00576864555478096,4975.0,0.9993973483326637
Arl5a,0.24290582537651062,0.32231295108795166,2724.0,0.5472077139413419
A430018G15Rik,0.0036301349755376577,0.0402393639087677,4929.0,0.9901566894335074
Cacnb4,0.0018602233612909913,0.02753232792019844,4951.0,0.9945761349939735
Stam2,0.06203841045498848,0.16976138949394226,4212.0,0.8461229409401366
Fmnl2,0.00035469510476104915,0.014406662434339523,4974.0,0.9991964644435516
Prpf40a,0.5029876232147217,0.40996769070625305,1511.0,0.3035355564483728
Arl6ip6,0.08808357268571854,0.20221231877803802,3976.0,0.7987143431096826
Nr4a2,1.1022253036499023,0.6103108525276184,510.0,0.10245078344716754
BB557941,0.0032808752730488777,0.04365487024188042,4939.0,0.9921655283246283
4930555B11Rik,0.0,0.0,4978.0,1.0
A930012O16Rik,0.005812989082187414,0.054158665239810944,4905.0,0.9853354760948172
Gpd2,0.3408358097076416,0.3661354184150696,2228.0,0.4475693049417437
Ermn,0.006454907823354006,0.05509721860289574,4891.0,0.9825231016472479
Cytip,0.8841652274131775,0.495435893535614,667.0,0.13398955403776616
Gm13546,0.0008265153155662119,0.019534653052687645,4967.0,0.997790277219767
Gm13544,0.001415026024915278,0.024035969749093056,4957.0,0.9957814383286461
Acvr1,0.006435784511268139,0.05391383171081543,4884.0,0.9811169144234633
Upp2,0.0024693903978914022,0.031636837869882584,4935.0,0.99136199276818
Ccdc148,0.030110975727438927,0.1192655935883522,4585.0,0.9210526315789473
Pkp4,0.09949830174446106,0.2184535264968872,3851.0,0.7736038569706709
Dapl1,0.08847782760858536,0.3606632947921753,4631.0,0.9302932904781036
Tanc1,0.005757622886449099,0.05871212109923363,4913.0,0.9869425472077139
Wdsub1,0.015238993801176548,0.08958825469017029,4795.0,0.9632382482924869
Baz2b,0.03080735169351101,0.12422261387109756,4597.0,0.9234632382482925
Gm13572,0.0004896732280030847,0.017914151772856712,4974.0,0.9991964644435516
March7,0.13120035827159882,0.24886301159858704,3580.0,0.7191643230212937
Cd302,0.00013257074169814587,0.006632519885897636,4976.0,0.9995982322217758
Ly75,0.17059370875358582,0.28191784024238586,3267.0,0.6562876657292085
Gm13571,0.001356879947707057,0.022723540663719177,4957.0,0.9957814383286461
Rbms1,0.31879115104675293,0.3563128113746643,2284.0,0.4588188027320209
Tank,0.13213232159614563,0.240353524684906,3529.0,0.708919244676577
Psmd14,0.37406376004219055,0.3614068925380707,1960.0,0.3937324226597027
Tbr1,0.0001507423585280776,0.0075484830886125565,4976.0,0.9995982322217758
Dpp4,0.09742360562086105,0.2192395180463791,3900.0,0.7834471675371635
Ifih1,0.043786343187093735,0.14585621654987335,4433.0,0.8905182804339092
Gca,0.011250616051256657,0.06724926084280014,4807.0,0.9656488549618321
Grb14,0.00020156896789558232,0.009402330964803696,4975.0,0.9993973483326637
Cobll1,0.04464096575975418,0.14797765016555786,4432.0,0.8903173965447971
Gm13594,0.00235962588340044,0.03137071058154106,4945.0,0.993370831659301
Galnt3,0.11301486939191818,0.2256632298231125,3726.0,0.7484933708316593
Ttc21b,0.03486419469118118,0.12511025369167328,4516.0,0.907191643230213
B3galt1,4.397467273520306e-05,0.0031026306096464396,4977.0,0.9997991161108879
Stk39,0.5107154846191406,0.4235747754573822,1573.0,0.3159903575733226
Cers6,0.09533364325761795,0.21210739016532898,3914.0,0.7862595419847328
Nostrin,0.0015129299135878682,0.024220721796154976,4953.0,0.9949779027721977
Spc25,0.10853719711303711,0.22305792570114136,3775.0,0.7583366813981519
Dhrs9,0.0021487984340637922,0.03208537772297859,4949.0,0.9941743672157493
Bbs5,0.0013005415676161647,0.019718514755368233,4953.0,0.9949779027721977
Fastkd1,0.020905766636133194,0.1006632149219513,4702.0,0.9445560466050623
Ppig,0.32676243782043457,0.3564104437828064,2260.0,0.4539975893933307
Ccdc173,0.005126798525452614,0.052401963621377945,4914.0,0.987143431096826
Phospho2,0.05102211609482765,0.15793301165103912,4369.0,0.8776617115307352
Klhl23,0.0006402389844879508,0.017846286296844482,4969.0,0.9981920449979912
Ssb,0.6288489699363708,0.4383580982685089,1192.0,0.2394535958216151
Mettl5,0.07407288998365402,0.17851749062538147,4065.0,0.8165930092406589
Gm13625,0.00016008720558602363,0.006692726630717516,4975.0,0.9993973483326637
Mettl5os,0.00140420813113451,0.022253641858696938,4956.0,0.995580554439534
Ubr3,0.05399010702967644,0.15869702398777008,4317.0,0.8672157492969064
Myo3b,0.01241899561136961,0.0842982605099678,4832.0,0.9706709521896344
Gm26558,0.00018548975640442222,0.011168311350047588,4976.0,0.9995982322217758
Gorasp2,0.2264041304588318,0.2956255078315735,2771.0,0.5566492567296103
Tlk1,0.21432961523532867,0.3036125600337982,2904.0,0.5833668139815187
Mettl8,0.015106676146388054,0.08793960511684418,4782.0,0.9606267577340297
Dcaf17,0.04368163272738457,0.14816249907016754,4448.0,0.8935315387705905
Dync1i2,0.13630004227161407,0.24320976436138153,3485.0,0.7000803535556448
Slc25a12,0.1304892599582672,0.24113334715366364,3537.0,0.7105263157894737
Hat1,0.26415273547172546,0.32895150780677795,2643.0,0.5309361189232623
Metap1d,0.023195814341306686,0.10650448501110077,4666.0,0.937324226597027
Itga6,0.022992335259914398,0.11390621960163116,4711.0,0.9463640016070711
Pdk1,0.03449845686554909,0.12565356492996216,4540.0,0.9120128565689032
Rapgef4,8.69078139658086e-05,0.006131775677204132,4977.0,0.9997991161108879
Map3k20,0.0007151761092245579,0.013488441705703735,4963.0,0.9969867416633186
Cdca7,0.11566542088985443,0.22626107931137085,3715.0,0.7462836480514263
Sp3,0.1251848340034485,0.24021673202514648,3614.0,0.7259943752511049
Sp3os,0.07580682635307312,0.18860644102096558,4104.0,0.8244274809160306
Ola1,0.3441108763217926,0.35124096274375916,2121.0,0.4260747288067497
Sp9,0.0004735989205073565,0.01170798297971487,4968.0,0.9979911611088791
Cir1,0.08668168634176254,0.20583292841911316,4011.0,0.8057452792286058
Scrn3,0.006615978665649891,0.05187665671110153,4880.0,0.9803133788670149
Gpr155,0.003932066727429628,0.04896634444594383,4937.0,0.9917637605464041
Wipf1,0.3209197521209717,0.371138334274292,2311.0,0.4642426677380474
Chrna1os,0.00038685754407197237,0.013497992418706417,4973.0,0.9989955805544395
Chn1,0.0008957299869507551,0.01567433588206768,4960.0,0.9963840899959823
Atf2,0.10678746551275253,0.2270416021347046,3799.0,0.7631578947368421
Atp5g3,1.760549545288086,0.4894348382949829,148.0,0.029730815588589796
Lnpk,0.0828804299235344,0.18853983283042908,3959.0,0.7952993169947771
Mtx2,0.1539088487625122,0.2496756762266159,3299.0,0.6627159501807955
Hnrnpa3,1.5482056140899658,0.560515820980072,262.0,0.05263157894736842
Nfe2l2,0.046826478093862534,0.1592075526714325,4454.0,0.8947368421052632
E030042O20Rik,0.0008944476721808314,0.02575891651213169,4969.0,0.9981920449979912
Agps,0.09984586387872696,0.2130548655986786,3822.0,0.7677782241864203
Ttc30b,0.002507377415895462,0.034032516181468964,4944.0,0.9931699477701889
Ttc30a1,0.003009303705766797,0.03594581037759781,4933.0,0.9909602249899558
Pde11a,0.0024804130662232637,0.034448765218257904,4947.0,0.9937725994375252
Rbm45,0.08090737462043762,0.19577890634536743,4046.0,0.8127762153475291
Osbpl6,0.0003723209665622562,0.01423576194792986,4974.0,0.9991964644435516
Prkra,0.03297669067978859,0.13301712274551392,4596.0,0.9232623543591804
Fkbp7,0.008004945702850819,0.06464590132236481,4885.0,0.9813177983125754
Plekha3,0.10146909207105637,0.21418237686157227,3817.0,0.7667738047408598
Ttn,0.01355897169560194,0.08892282098531723,4814.0,0.9670550421856167
Ccdc141,0.006805652752518654,0.054504022002220154,4881.0,0.980514262756127
Sestd1,0.007227947935461998,0.05957025662064552,4878.0,0.9799116110887907
Cwc22,0.08361203968524933,0.19762901961803436,3992.0,0.8019284853354761
Ube2e3,0.09831488877534866,0.21053041517734528,3836.0,0.7705905986339896
Itga4,0.33804845809936523,0.40457141399383545,2428.0,0.4877460827641623
Cerkl,0.01606847532093525,0.08971728384494781,4777.0,0.9596223382884692
Itprid2,0.025086067616939545,0.11457230150699615,4673.0,0.9387304138208116
Dnajc10,0.15194670855998993,0.2533473074436188,3360.0,0.6749698674166332
Frzb,0.00697091082111001,0.05746636539697647,4884.0,0.9811169144234633
Nckap1,0.02045562118291855,0.09902601689100266,4713.0,0.9467657693852953
Dusp19,0.08835075795650482,0.2016482651233673,3951.0,0.7936922458818803
Nup35,0.07504922896623611,0.17347319424152374,4009.0,0.8053435114503816
Zc3h15,0.47351089119911194,0.4003776013851166,1553.0,0.31197267979108073
Itgav,0.48089420795440674,0.44739964604377747,1651.0,0.33165930092406587
Gm13684,0.0010802792385220528,0.021869374439120293,4961.0,0.9965849738850944
Fam171b,0.01037080679088831,0.07404597103595734,4850.0,0.974286862193652
Calcrl,0.011425262317061424,0.07674471288919449,4838.0,0.9718762555243069
Tfpi,0.0026670717634260654,0.03461948409676552,4935.0,0.99136199276818
Ctnnd1,0.0001891478314064443,0.008518341928720474,4975.0,0.9993973483326637
Selenoh,0.7669951915740967,0.5127969980239868,1117.0,0.22438730413820812
Tmx2,0.12112939357757568,0.22883781790733337,3612.0,0.7255926074728807
Med19,0.10501892864704132,0.21567539870738983,3774.0,0.7581357975090398
Zdhhc5,0.059285543859004974,0.17440882325172424,4278.0,0.8593812776215347
Clp1,0.11619642376899719,0.23150640726089478,3681.0,0.7394535958216151
Ypel4,0.002482049632817507,0.040478672832250595,4953.0,0.9949779027721977
Ube2l6,0.0667266845703125,0.1834101527929306,4228.0,0.84933708316593
Timm10,0.12058717757463455,0.23312930762767792,3648.0,0.732824427480916
Slc43a1,0.0016538436757400632,0.023801855742931366,4949.0,0.9941743672157493
Slc43a3,0.06886459141969681,0.16993704438209534,4102.0,0.8240257131378064
Prg2,0.0004959562211297452,0.01553555577993393,4972.0,0.9987946966653274
Ssrp1,0.5135244727134705,0.4261191189289093,1601.0,0.32161510646846125
Tnks1bp1,0.009761997498571873,0.07934664934873581,4868.0,0.9779027721976697
Ptprj,0.05683241784572601,0.1761365383863449,4354.0,0.8746484531940538
4933423P22Rik,0.001060553826391697,0.021746167913079262,4964.0,0.9971876255524307
Nup160,0.05290320888161659,0.14706550538539886,4264.0,0.8565689031739655
Fnbp4,0.1731005758047104,0.27372246980667114,3211.0,0.6450381679389313
Mtch2,0.36203351616859436,0.363389790058136,2067.0,0.41522699879469666
C1qtnf4,0.010191318579018116,0.07666254043579102,4863.0,0.9768983527521092
Ndufs3,0.4088159203529358,0.37877437472343445,1843.0,0.3702290076335878
Kbtbd4,0.03794528916478157,0.13176995515823364,4486.0,0.9011651265568501
Ptpmt1,0.15788893401622772,0.2558692991733551,3275.0,0.6578947368421053
Celf1,0.09784799069166183,0.2106064110994339,3838.0,0.7709923664122137
Rapsn,0.03755022585391998,0.13873964548110962,4538.0,0.911611088790679
Psmc3,0.5876660346984863,0.4285085201263428,1252.0,0.2515066291683407
Slc39a13,0.023273423314094543,0.11386634409427643,4704.0,0.9449578143832864
Spi1,0.001427945215255022,0.029972465708851814,4964.0,0.9971876255524307
Madd,0.09847266227006912,0.2212645560503006,3911.0,0.7856568903173965
Nr1h3,0.00036606931826099753,0.012694342993199825,4973.0,0.9989955805544395
Acp2,0.01952190138399601,0.0985330194234848,4735.0,0.9511852149457614
Ddb2,0.04951266944408417,0.15171782672405243,4362.0,0.8762555243069505
Pacsin3,0.0013454260770231485,0.0321003757417202,4964.0,0.9971876255524307
Arfgap2,0.1366041600704193,0.24373677372932434,3473.0,0.6976697468862997
1110051M20Rik,0.021204521879553795,0.09971871972084045,4700.0,0.9441542788268381
Ckap5,0.17214027047157288,0.2811979353427887,3290.0,0.6609079951787866
F2,0.0004970722366124392,0.01278343889862299,4969.0,0.9981920449979912
Zfp408,0.020021993666887283,0.10175803303718567,4727.0,0.9495781438328647
Arhgap1,0.11425720155239105,0.22429010272026062,3695.0,0.7422659702691844
Atg13,0.05146456137299538,0.16051316261291504,4373.0,0.8784652470871837
Harbi1,0.011961686424911022,0.07433080673217773,4816.0,0.9674568099638409
Ambra1,0.03680812940001488,0.13777311146259308,4538.0,0.911611088790679
Chrm4,0.0009141251794062555,0.01827050931751728,4963.0,0.9969867416633186
Mdk,0.0017457610229030252,0.02857358381152153,4953.0,0.9949779027721977
Dgkz,0.2744312882423401,0.3404494524002075,2562.0,0.5146645239051828
Gm9821,0.0006908139330334961,0.0191686749458313,4970.0,0.9983929288871033
Creb3l1,0.022260649129748344,0.11004570871591568,4731.0,0.950381679389313
Phf21a,0.029100315645337105,0.12359808385372162,4627.0,0.9294897549216553
Large2,0.0013329556677490473,0.02082042768597603,4955.0,0.9953796705504219
Pex16,0.15137819945812225,0.2597103714942932,3396.0,0.6822016874246686
1700029I15Rik,0.001203825930133462,0.024158654734492302,4961.0,0.9965849738850944
Mapk8ip1,0.007833623327314854,0.06238391622900963,4876.0,0.9795098433105665
Cry2,0.02516915835440159,0.10924144089221954,4661.0,0.9363198071514665
D930015M05Rik,0.0,0.0,4978.0,1.0
Slc35c1,0.05616430938243866,0.16374346613883972,4307.0,0.8652069104057855
Prdm11,0.010370124131441116,0.07026472687721252,4844.0,0.9730815588589795
Trp53i11,0.07020975649356842,0.18681621551513672,4176.0,0.8388911209321013
Tspan18,0.00010650892363628373,0.005325917154550552,4976.0,0.9995982322217758
Cd82,0.5827051401138306,0.482642263174057,1429.0,0.2870630775411812
Gm10804,0.0004074666940141469,0.019087867811322212,4975.0,0.9993973483326637
Ext2,0.10021217167377472,0.2098809778690338,3801.0,0.7635596625150662
Accs,0.014244934543967247,0.08216331899166107,4793.0,0.9628364805142627
Gm13889,0.00022740817803423852,0.009347328916192055,4975.0,0.9993973483326637
Alkbh3,0.08232098817825317,0.18818892538547516,3978.0,0.7991161108879068
Hsd17b12,0.18761107325553894,0.27695831656455994,3036.0,0.609883487344315
Mir670hg,0.0,0.0,4978.0,1.0
Ttc17,0.04978713393211365,0.15901167690753937,4404.0,0.8846926476496585
2810002D19Rik,0.01619601994752884,0.08980293571949005,4771.0,0.9584170349537967
Api5,0.21167036890983582,0.2933809161186218,2909.0,0.5843712334270792
Lrrc4c,0.0004522887757048011,0.01347397267818451,4972.0,0.9987946966653274
B230118H07Rik,0.004504585638642311,0.044807616621255875,4915.0,0.9873443149859381
Traf6,0.04667707905173302,0.15224237740039825,4420.0,0.887906789875452
Prr5l,0.03525589033961296,0.1361134946346283,4579.0,0.9198473282442748
Commd9,0.0387633815407753,0.13155345618724823,4466.0,0.8971474487746083
Trim44,0.07567441463470459,0.18685288727283478,4066.0,0.816793893129771
Slc1a2,0.0018920216243714094,0.03328930214047432,4954.0,0.9951787866613098
Cd44,0.20856477320194244,0.32818591594696045,3080.0,0.6187223784652471
Pdhx,0.03538327291607857,0.1252519190311432,4507.0,0.9053836882282041
Apip,0.08148358017206192,0.1897420883178711,3990.0,0.8015267175572519
Cat,0.1457327902317047,0.25384095311164856,3416.0,0.6862193652069104
Abtb2,0.03290793299674988,0.1285983771085739,4576.0,0.9192446765769385
Nat10,0.06142034754157066,0.16694355010986328,4219.0,0.8475291281639212
Caprin1,0.4365231990814209,0.4090191721916199,1825.0,0.3666130976295701
Lmo2,0.0005086177843622863,0.014464105479419231,4971.0,0.9985938127762154
Fbxo3,0.10028772056102753,0.2136595994234085,3819.0,0.767175572519084
Cd59b,0.001990675460547209,0.02908957563340664,4951.0,0.9945761349939735
Cd59a,0.00721172196790576,0.058009762316942215,4879.0,0.9801124949779028
D430041D05Rik,0.0017447193386033177,0.029080700129270554,4957.0,0.9957814383286461
Hipk3,0.06817014515399933,0.17751289904117584,4141.0,0.831860184813178
Platr14,0.0,0.0,4978.0,1.0
Cstf3,0.06344515085220337,0.17341062426567078,4200.0,0.8437123342707915
Tcp11l1,0.020644735544919968,0.09434870630502701,4690.0,0.9421454399357172
Depdc7,0.0014132175128906965,0.024159004911780357,4954.0,0.9951787866613098
Qser1,0.013199685141444206,0.07743039727210999,4790.0,0.9622338288469264
Prrg4,0.009258597157895565,0.0684417262673378,4863.0,0.9768983527521092
Ccdc73,0.0045651462860405445,0.046468641608953476,4920.0,0.9883487344314986
Eif3m,0.6272675395011902,0.43256300687789917,1132.0,0.22740056247488952
Rcn1,0.21798716485500336,0.30115148425102234,2878.0,0.5781438328646042
Elp4,0.04512138292193413,0.1382235288619995,4375.0,0.8788670148654077
Immp1l,0.19780384004116058,0.2838650941848755,2981.0,0.5988348734431499
Dnajc24,0.1333521157503128,0.23743756115436554,3498.0,0.702691844114102
Mpped2,0.0012456534896045923,0.024332435801625252,4963.0,0.9969867416633186
Arl14ep,0.1935008019208908,0.2937581241130829,3106.0,0.6239453595821615
Kcna4,0.0027869376353919506,0.03797408565878868,4947.0,0.9937725994375252
Mettl15,0.02267845906317234,0.10683079808950424,4686.0,0.9413419043792688
Kif18a,0.04578348621726036,0.13829287886619568,4370.0,0.8778625954198473
Lin7c,0.10094518959522247,0.22109141945838928,3874.0,0.778224186420249
Lgr4,0.000306492845993489,0.01175555307418108,4974.0,0.9991964644435516
Ccdc34,0.18398486077785492,0.2845191955566406,3148.0,0.6323824829248694
Lpcat4,0.23330971598625183,0.31728771328926086,2801.0,0.562675773402973
Nop10,0.6933243274688721,0.47119757533073425,1057.0,0.2123342707914825
Slc12a6,0.027558479458093643,0.12172426283359528,4670.0,0.9381277621534753
Emc4,0.2647176682949066,0.3165285587310791,2507.0,0.5036159100040177
Katnbl1,0.06446518748998642,0.17029471695423126,4168.0,0.8372840498192045
Emc7,0.33888399600982666,0.3540172576904297,2138.0,0.4294897549216553
Aven,0.1366155594587326,0.23773425817489624,3447.0,0.6924467657693852
Ryr3,0.0008073861827142537,0.01913556084036827,4967.0,0.997790277219767
Scg5,0.00013125065015628934,0.009260382503271103,4977.0,0.9997991161108879
Arhgap11a,0.06957242637872696,0.17670707404613495,4130.0,0.829650462032945
Aqr,0.11653326451778412,0.22861404716968536,3673.0,0.7378465247087184
Zfp770,0.026855548843741417,0.1152292937040329,4637.0,0.9314985938127762
Dph6,0.0504683181643486,0.15370170772075653,4351.0,0.8740458015267175
Gm13977,0.000643027073238045,0.021158117800951004,4971.0,0.9985938127762154
BC052040,0.034161053597927094,0.12309480458498001,4532.0,0.9104057854560065
2700033N17Rik,0.00020318380848038942,0.007261394057422876,4974.0,0.9991964644435516
Gm29340,0.0013342199381440878,0.0292170699685812,4963.0,0.9969867416633186
Spred1,0.018781956285238266,0.09170537441968918,4725.0,0.9491763760546404
Fam98b,0.20288033783435822,0.2852250635623932,2930.0,0.5885897950984331
Rasgrp1,0.13963472843170166,0.2616158723831177,3570.0,0.7171554841301727
Thbs1,0.0,0.0,4978.0,1.0
Fsip1,0.0,0.0,4978.0,1.0
Gpr176,0.0005516285891644657,0.014271615073084831,4970.0,0.9983929288871033
Eif2ak4,0.027226204052567482,0.11336863040924072,4626.0,0.9292888710325432
Srp14,0.695391833782196,0.4440438747406006,904.0,0.18159903575733227
Bmf,0.0032635738607496023,0.043693460524082184,4940.0,0.9923664122137404
Bub1b,0.09082767367362976,0.20217587053775787,3918.0,0.7870630775411812
Pak6,0.009312092326581478,0.06913038343191147,4857.0,0.9756930494174367
Plcb2,0.016887016594409943,0.09390109777450562,4783.0,0.9608276416231418
Inafm2,0.007707483135163784,0.06395735591650009,4885.0,0.9813177983125754
Knstrn,0.13832174241542816,0.25288307666778564,3535.0,0.7101245480112495
Ivd,0.05408897250890732,0.1539095640182495,4283.0,0.8603856970670952
Bahd1,0.025035463273525238,0.11382609605789185,4676.0,0.9393330654881479
Chst14,0.010284092277288437,0.07244329899549484,4842.0,0.9726797910807553
Ccdc32,0.08398474007844925,0.19872231781482697,4016.0,0.8067496986741663
Rpusd2,0.01303933560848236,0.07739830017089844,4803.0,0.9648453194053837
Knl1,0.16798479855060577,0.2886156439781189,3417.0,0.6864202490960225
Rad51,0.19075433909893036,0.290658563375473,3144.0,0.631578947368421
Rmdn3,0.061039961874485016,0.1675196886062622,4212.0,0.8461229409401366
Gchfr,0.0020033284090459347,0.030410444363951683,4951.0,0.9945761349939735
Dnajc17,0.03739689663052559,0.13277354836463928,4498.0,0.9035757332261952
Gm14137,0.00016726354078855366,0.011801269836723804,4977.0,0.9997991161108879
Zfyve19,0.05068037658929825,0.14585350453853607,4301.0,0.8640016070711128
Spint1,0.016570016741752625,0.09386368840932846,4767.0,0.9576134993973483
Rhov,0.0018379837274551392,0.03237677738070488,4957.0,0.9957814383286461
Vps18,0.02693445049226284,0.11833355575799942,4642.0,0.9325030132583367
Dll4,0.00020508660236373544,0.010547405108809471,4976.0,0.9995982322217758
Chac1,0.0015397912357002497,0.026026397943496704,4956.0,0.995580554439534
Ino80,0.06241058558225632,0.1688854694366455,4207.0,0.8451185214945761
Exd1,0.002980695338919759,0.037605319172143936,4940.0,0.9923664122137404
Chp1,0.269199401140213,0.3360271453857422,2558.0,0.5138609883487344
Oip5os1,0.29103925824165344,0.34184569120407104,2406.0,0.4833266372036963
Oip5,0.03319597244262695,0.11044945567846298,4482.0,0.9003615910004018
Nusap1,0.18812058866024017,0.32061493396759033,3417.0,0.6864202490960225
Ndufaf1,0.043654412031173706,0.14242176711559296,4432.0,0.8903173965447971
Rtf1,0.26924318075180054,0.3372468054294586,2546.0,0.5114503816793893
Itpka,0.000593756209127605,0.015033330768346786,4968.0,0.9979911611088791
Ltk,0.014423496089875698,0.08652526140213013,4804.0,0.9650462032944958
Rpap1,0.03440539166331291,0.12442097067832947,4525.0,0.9089995982322218
Tyro3,0.005732178222388029,0.04802041873335838,4893.0,0.9829248694254721
Mga,0.07936917990446091,0.19471319019794464,4067.0,0.8169947770188831
Mapkbp1,0.004659054800868034,0.056599218398332596,4926.0,0.9895540377661711
Jmjd7,0.041933123022317886,0.13875101506710052,4451.0,0.8941341904379269
Pla2g4b,0.0009523929329589009,0.019662529230117798,4964.0,0.9971876255524307
Ehd4,0.18964987993240356,0.28802385926246643,3075.0,0.6177179590196866
Pla2g4f,0.0014741080813109875,0.02607467956840992,4956.0,0.995580554439534
Vps39,0.05175548791885376,0.16038699448108673,4345.0,0.872840498192045
Tmem87a,0.05897870287299156,0.16641534864902496,4262.0,0.8561671353957413
Ganc,0.02272542007267475,0.10429456830024719,4690.0,0.9421454399357172
Capn3,0.000605250708758831,0.016518911346793175,4969.0,0.9981920449979912
Zfp106,0.2021162360906601,0.29383617639541626,2995.0,0.6016472478907192
Snap23,0.0868232399225235,0.20173244178295135,3963.0,0.7961028525512254
Lrrc57,0.05060024559497833,0.15218830108642578,4342.0,0.8722378465247087
Haus2,0.06759703904390335,0.17249172925949097,4139.0,0.8314584170349538
Stard9,0.0032265703193843365,0.036636289209127426,4932.0,0.9907593411008437
Cdan1,0.02152535505592823,0.10019706189632416,4682.0,0.9405383688228204
Ttbk2,0.007111991290003061,0.05737787485122681,4879.0,0.9801124949779028
Ubr1,0.06305629760026932,0.17220595479011536,4216.0,0.8469264764965849
Tmem62,0.04234693571925163,0.14439445734024048,4470.0,0.8979509843310567
Ccndbp1,0.15977506339550018,0.2674868106842041,3317.0,0.6663318601848132
Lcmt2,0.02908528968691826,0.11801191419363022,4614.0,0.9268782643631981
Adal,0.02097972296178341,0.09945385903120041,4700.0,0.9441542788268381
Zscan29,0.03548647090792656,0.1333993375301361,4548.0,0.9136199276817999
Tubgcp4,0.06695405393838882,0.1754467636346817,4147.0,0.8330654881478505
Trp53bp1,0.06013348326086998,0.17409078776836395,4269.0,0.8575733226195259
Map1a,0.0023037646897137165,0.03506672754883766,4950.0,0.9943752511048614
Ppip5k1,0.02331753633916378,0.10360465943813324,4666.0,0.937324226597027
Strc,0.00012768480519298464,0.004541501402854919,4974.0,0.9991964644435516
Catsper2,0.003678652225062251,0.03869665786623955,4922.0,0.9887505022097228
Pdia3,1.325438141822815,0.5085340738296509,325.0,0.0652872639614303
Ell3,0.0010652057826519012,0.024041714146733284,4964.0,0.9971876255524307
Serinc4,0.0009081261232495308,0.02026081643998623,4966.0,0.9975893933306549
Serf2,1.8637371063232422,0.3980711102485657,57.0,0.011450381679389313
Hypk,0.07650524377822876,0.1844615936279297,4048.0,0.8131779831257533
Mfap1b,0.09663314372301102,0.21373260021209717,3892.0,0.7818400964242668
Mfap1a,0.11415911465883255,0.23714956641197205,3746.0,0.7525110486139012
Wdr76,0.06198195368051529,0.16164205968379974,4185.0,0.8406990759341101
Frmd5,0.0005813635070808232,0.01695145294070244,4969.0,0.9981920449979912
Casc4,0.03999457508325577,0.1378716230392456,4469.0,0.8977501004419446
Ctdspl2,0.12758108973503113,0.23777438700199127,3572.0,0.7175572519083969
Eif3j1,0.3623090982437134,0.38065439462661743,2095.0,0.4208517476898353
Spg11,0.02917054109275341,0.11679159849882126,4600.0,0.9240658899156288
B2m,2.619503974914551,0.37394648790359497,14.0,0.002812374447569305
Trim69,0.000409712694818154,0.013945925049483776,4973.0,0.9989955805544395
Sord,0.015644734725356102,0.0880381241440773,4777.0,0.9596223382884692
Duoxa1,0.00021915693650953472,0.007950669154524803,4974.0,0.9991964644435516
